School Year,System Id,System Name,AJC_ATL_metro_ID,School Id,School Name,Grade Configuration,Grade Cluster,CCRPI Score,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points
2012,607,Barrow County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,84.7,58.8,9.8,11.3,0,4.8,4.8
2012,607,Barrow County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,82.1,57,9,9.8,0,6.3,6.3
2012,674,Heard County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,87.5,56.9,10.8,14.1,0,5.7,5.7
2012,607,Barrow County,N,0106,Haymon-Morris Middle School,"06, 07, 08",M,90.7,60.7,10.7,14.3,0.5,4.5,5
2012,607,Barrow County,N,0298,Yargo Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,90.3,60.9,10.4,12.8,1,5.2,6.2
2012,607,Barrow County,N,0189,Kennedy Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,86.9,58.3,10.1,10.5,1,7,8
2012,607,Barrow County,N,0289,Russell Middle School,"06, 07, 08",M,85.9,57.3,10,13.5,1,4.1,5.1
2012,607,Barrow County,N,0198,Westside Middle School,"06, 07, 08",M,85.5,58.9,9.2,11.3,0.5,5.6,6.1
2012,607,Barrow County,N,5050,Statham Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,81.9,56,9.9,10.5,1,4.5,5.5
2012,607,Barrow County,N,2052,Winder-Barrow Middle School,"06, 07, 08",M,81.6,58,9.3,9,0.5,4.8,5.3
2012,607,Barrow County,N,0105,County Line Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,81.1,56.8,8.4,10.5,1,4.4,5.4
2012,607,Barrow County,N,0193,Bramlett Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,80.9,57.4,7.4,10.5,1,4.6,5.6
2012,607,Barrow County,N,0205,Bethlehem Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,79.4,55.8,8.1,9.8,1,4.7,5.7
2012,607,Barrow County,N,1050,Auburn Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77.6,55.7,8.8,9.8,1,2.3,3.3
2012,607,Barrow County,N,4050,Holsenbeck Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77,55.4,9.3,8.3,1.5,2.5,4
2012,607,Barrow County,N,3052,Winder-Barrow High School,"09, 10, 11, 12",H,74,49.8,10.5,10.3,0,3.4,3.4
2012,607,Barrow County,N,0101,Apalachee High School,"09, 10, 11, 12",H,72.9,50.7,9.5,11.3,0,1.4,1.4
2012,607,Barrow County,N,0113,College and Career Preparatory Academy,"09, 10, 11, 12",H,45.4,30.9,7.7,NA,0,0,0
2012,608,Bartow County,N,0396,Taylorsville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,96.6,66.7,8,15,1,5.9,6.9
2012,608,Bartow County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,84.9,58.5,9.7,11.3,0,5.4,5.4
2012,608,Bartow County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,80.6,56.4,9.2,12,0,3,3
2012,771,Commerce City,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,86.3,56.8,10.1,15,0,4.4,4.4
2012,608,Bartow County,N,1052,Cloverleaf Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,90.3,58.6,11.7,12,1,7,8
2012,608,Bartow County,N,0177,Adairsville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,88.2,59.3,8.7,14.3,1,4.9,5.9
2012,608,Bartow County,N,0186,Mission Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,86.2,58.1,9,12.8,1,5.3,6.3
2012,608,Bartow County,N,0107,Euharlee Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,85.5,57.4,10.8,12,1,4.3,5.3
2012,608,Bartow County,N,0296,Kingston Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,85.3,56.5,9.5,11.3,1,7,8
2012,608,Bartow County,N,0101,Woodland Middle School at Euharlee,"06, 07, 08",M,84.8,57.8,9,14.3,0.5,3.2,3.7
2012,608,Bartow County,N,0175,White Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,84.2,60,11.2,10.5,0.5,2,2.5
2012,608,Bartow County,N,0104,Clear Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,83.8,58.5,8.5,9.8,1,6,7
2012,608,Bartow County,N,0195,Cass Middle School,"06, 07, 08",M,82.8,57,9.3,12,0.5,4,4.5
2012,608,Bartow County,N,0377,Hamilton Crossing Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,82.6,58.9,9.9,11.3,1,1.5,2.5
2012,608,Bartow County,N,0106,Pine Log Elementary,"PK, KK, 01, 02, 03, 04, 05",E,81.1,55.2,10.3,10.5,0.5,4.6,5.1
2012,608,Bartow County,N,0301,Adairsville Middle School,"06, 07, 08",M,80.1,57,9.4,11.3,0.5,1.9,2.4
2012,608,Bartow County,N,0196,Allatoona Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,79.8,55.1,8.1,9,1,6.6,7.6
2012,608,Bartow County,N,2052,Emerson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,79.8,55.1,9.9,9.8,1,4,5
2012,608,Bartow County,N,0190,South Central Middle School,"06, 07, 08",M,78.4,54.6,9.2,10.5,0.5,3.6,4.1
2012,608,Bartow County,N,0198,Woodland High School,"09, 10, 11, 12",H,70.3,49.9,9.3,9.4,0,1.7,1.7
2012,608,Bartow County,N,0105,Adairsville High School,"09, 10, 11, 12",H,69.5,47.6,8.5,12.2,0,1.2,1.2
2012,608,Bartow County,N,0114,New Cass High School,"09, 10, 11, 12",H,66.3,46.1,8.3,11.3,0,0.6,0.6
2012,609,Ben Hill County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,77.4,51.1,9.4,11.3,0,5.6,5.6
2012,761,Atlanta Public Schools,Y,5067,Thomasville Heights Elementary School,"KK, 01, 02, 03, 04, 05",E,42.4,31.8,6.3,3.8,0.5,0,0.5
2012,609,Ben Hill County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,69.8,49.3,9.2,11.3,0,0,0
2012,609,Ben Hill County,N,0196,Ben Hill County Primary School,"PK, KK, 01, 02",E,87.9,60.8,NA,NA,1,,1
2012,609,Ben Hill County,N,0111,Ben Hill Elementary School,"03, 04, 05",E,79.4,51.6,9.4,11.3,1.5,5.6,7.1
2012,609,Ben Hill County,N,0291,Fitzgerald High School,"09, 10, 11, 12",H,77.5,49.6,10.6,12.2,0.5,4.6,5.1
2012,609,Ben Hill County,N,0296,Ben Hill County Middle School,"06, 07, 08",M,70.3,49.3,9.2,11.3,0.5,0,0.5
2012,610,Berrien County,N,0195,Berrien Elementary School,"03, 04, 05",E,93.6,61.8,10.2,14.3,1,6.3,7.3
2012,610,Berrien County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,92.4,61.6,10.2,14.3,0,6.3,6.3
2012,610,Berrien County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,85.1,58.6,9.6,12.8,0,4.1,4.1
2012,633,Cobb County,Y,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,86.3,56.8,11.1,15,0,3.4,3.4
2012,610,Berrien County,N,5050,Berrien Primary School,"PK, KK, 01, 02",E,92.4,64.7,NA,NA,0,,0
2012,610,Berrien County,N,0194,Berrien Middle School,"06, 07, 08",M,85.1,58.6,9.6,12.8,0,4.1,4.1
2012,610,Berrien County,N,0101,Berrien High School,"09, 10, 11, 12",H,70.9,49.3,9.3,10.3,0.5,1.5,2
2012,610,Berrien County,N,0106,Berrien Academy Performance Learning Center,"09, 10, 11, 12",H,37.8,22.9,9.2,NA,0,0,0
2012,611,Bibb County,N,0407,Macon Behavioral Health System,"05, 07, 09, 10, 12",H,NA,NA,NA,NA,NA,NA,NA
2012,611,Bibb County,N,0407,Macon Behavioral Health System,"05, 07, 09, 10, 12",E,NA,NA,NA,NA,NA,NA,NA
2012,611,Bibb County,N,0407,Macon Behavioral Health System,"05, 07, 09, 10, 12",M,NA,NA,NA,NA,NA,NA,NA
2012,611,Bibb County,N,0307,Price Educational Center,"04, 05, 06, 07",E,NA,NA,NA,NA,NA,NA,NA
2012,611,Bibb County,N,0307,Price Educational Center,"04, 05, 06, 07",M,NA,NA,NA,NA,NA,NA,NA
2012,611,Bibb County,N,1050,Alexander II Magnet School,"KK, 01, 02, 03, 04, 05",E,96.3,66.2,10.5,15,0.5,4.1,4.6
2012,611,Bibb County,N,1105,Springdale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,94.6,65,10,15,1.5,3.1,4.6
2012,611,Bibb County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,68.2,50,9.1,6.8,0,2.3,2.3
2012,611,Bibb County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,65.7,48.4,9,8.3,0,0,0
2012,791,Trion City,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,86,59.5,9.7,14.1,0,2.7,2.7
2012,611,Bibb County,N,0203,Vineville Academy,"KK, 01, 02, 03, 04, 05",E,89,60.2,9.5,14.3,0.5,4.5,5
2012,611,Bibb County,N,0103,Skyview Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,88.5,60.2,10.2,12,1,5.1,6.1
2012,611,Bibb County,N,1054,Bernd Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,84.2,55.6,10.2,12.8,0,5.6,5.6
2012,611,Bibb County,N,1305,Lane Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,83.8,57.1,8.9,10.5,1,6.3,7.3
2012,611,Bibb County,N,1205,Carter Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,82.5,56.9,10.3,12,1,2.3,3.3
2012,611,Bibb County,N,3060,Heard Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,79.3,56,8.8,12,0.5,2,2.5
2012,611,Bibb County,N,0605,Heritage Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,78.5,54.7,10,9,0.5,4.3,4.8
2012,611,Bibb County,N,1067,Porter Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77.1,53.8,9.9,11.3,0.5,1.6,2.1
2012,611,Bibb County,N,0104,Burdell Elementary School,"KK, 01, 02, 03, 04, 05",E,74,49,10,11.3,0.5,3.2,3.7
2012,611,Bibb County,N,0205,Howard Middle School,"06, 07, 08",M,72.9,55.6,9,7.5,0,0.8,0.8
2012,611,Bibb County,N,0405,Rosa Taylor Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,72.5,50.2,9.3,10.5,0.5,2,2.5
2012,611,Bibb County,N,0298,Miller Magnet Middle School,"06, 07, 08",M,70.9,52.4,9.5,8.3,0,0.7,0.7
2012,611,Bibb County,N,0305,Rutland Middle School,"06, 07, 08",M,66.2,47.8,8.6,9.8,0,0,0
2012,611,Bibb County,N,0303,William S. Hutchings Career Center,"09, 10, 11, 12",H,65.3,42.5,9.3,11.3,0.5,1.7,2.2
2012,611,Bibb County,N,3062,Jones Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,64.9,41.6,10.8,12,0.5,0,0.5
2012,611,Bibb County,N,0105,Howard High School,"09, 10, 11, 12",H,64.6,46.2,8.9,8.4,0,1.1,1.1
2012,611,Bibb County,N,5050,Appling Middle School,"06, 07, 08",M,64.4,44.7,9.2,10.5,0,0,0
2012,611,Bibb County,N,0505,Weaver Middle School,"06, 07, 08",M,64,46.2,8.3,9,0.5,0,0.5
2012,611,Bibb County,N,5067,Rice Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.6,44.1,7,10.5,2,0,2
2012,611,Bibb County,N,0905,Morgan Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.5,47.3,8.3,5.3,0.5,1.1,1.6
2012,611,Bibb County,N,0108,Ballard Hudson Middle School,"06, 07, 08",M,62.1,45.6,10,6,0.5,0,0.5
2012,611,Bibb County,N,0204,Rutland High School,"09, 10, 11, 12",H,61,43.8,8.8,8.4,0,0,0
2012,611,Bibb County,N,0186,Central High School,"09, 10, 11, 12",H,59.1,42.2,7.5,9.4,0,0,0
2012,611,Bibb County,N,4052,Barden Elementary School,"KK, 01, 02, 03, 04, 05",E,57.7,44,8.7,4.5,0.5,0,0.5
2012,611,Bibb County,N,0705,Union Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.7,39,8.4,8.3,0,0,0
2012,611,Bibb County,N,0107,Bloomfield Middle School,"06, 07, 08",M,55,38.8,8.9,6.8,0.5,0,0.5
2012,611,Bibb County,N,3067,Ingram/Pye Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.9,39.6,7.5,6.8,1,0,1
2012,611,Bibb County,N,1058,King - Danforth Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.5,37.5,7.7,6.8,0.5,0,0.5
2012,611,Bibb County,N,0286,Northeast High School,"09, 10, 11, 12",H,51.6,35.9,8.2,7.5,0,0,0
2012,611,Bibb County,N,0198,Westside High,"09, 10, 11, 12",H,49.7,35.8,8.3,5.6,0,0,0
2012,611,Bibb County,N,2060,Hartley Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,48.2,36.4,6.8,4.5,0.5,0,0.5
2012,611,Bibb County,N,0386,Southwest High School,"09, 10, 11, 12",H,47.8,29.4,7.1,11.3,0,0,0
2012,611,Bibb County,N,0109,Bruce Elementary,"PK, KK, 01, 02, 03, 04, 05",E,47.6,33.3,9.5,3.8,1,0,1
2012,611,Bibb County,N,1005,Brookdale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,47.4,35.3,8.3,3.8,0,0,0
2012,611,Bibb County,N,0383,Williams Elementary School,"KK, 01, 02, 03, 04, 05",E,44.9,34.6,6,3.8,0.5,0,0.5
2012,611,Bibb County,N,5054,Burghard Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,44.7,32.4,7.3,4.5,0.5,0,0.5
2012,611,Bibb County,N,0805,Riley Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,43.8,30.8,8,4.5,0.5,0,0.5
2012,612,Bleckley County,N,0109,Middle Georgia Wilderness Institute DJJ Facility ,"07, 08, 09, 10",H,NA,NA,NA,NA,NA,NA,NA
2012,612,Bleckley County,N,0109,Middle Georgia Wilderness Institute DJJ Facility ,"07, 08, 09, 10",M,NA,NA,NA,NA,NA,NA,NA
2012,612,Bleckley County,N,1050,Bleckley County Primary School,"PK, KK, 01, 02",E,95.4,66.8,NA,NA,0,,0
2012,612,Bleckley County,N,0197,Bleckley County Elementary School,"03, 04, 05",E,95.3,62.6,10.9,15,0.5,6.3,6.8
2012,612,Bleckley County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,95.1,62.9,10.9,15,0,6.3,6.3
2012,612,Bleckley County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,88.1,60.3,9.3,13.5,0,5,5
2012,656,Fayette County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,85.9,59.2,11.2,15,0,0.5,0.5
2012,612,Bleckley County,N,0112,Bleckley Middle School,"06, 07, 08",M,88.3,60.5,9.3,13.5,0,5,5
2012,612,Bleckley County,N,0105,Bleckley County High School,"09, 10, 11, 12",H,75.2,52.7,9.4,11.3,0,1.8,1.8
2012,613,Brantley County,N,3050,Nahunta Primary School,"PK, KK, 01, 02, 03",E,96.9,60.7,NA,15,0.5,7.3,7.8
2012,613,Brantley County,N,2050,Hoboken Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,92.8,62.9,11.3,13.5,0,5.1,5.1
2012,613,Brantley County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,88.4,59.4,10.7,12,0,6.3,6.3
2012,613,Brantley County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,87.3,60.4,9.3,12,0,5.6,5.6
2012,769,Chickamauga City,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,85.5,59.9,9.6,14.1,0,1.9,1.9
2012,613,Brantley County,N,2050,Hoboken Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,91.2,62.8,8.3,15,0,5.1,5.1
2012,613,Brantley County,N,0294,Nahunta Elementary School,"04, 05, 06",M,90.6,59.6,10.6,13.5,0.5,6.4,6.9
2012,613,Brantley County,N,0294,Nahunta Elementary School,"04, 05, 06",E,89.4,59.5,10.2,12.8,0.5,6.4,6.9
2012,613,Brantley County,N,0194,Brantley County Middle School,"07, 08",M,88,60.6,9.3,12,0,6.1,6.1
2012,613,Brantley County,N,0110,Atkinson Elementary School,"04, 05, 06",E,87.7,58,10.6,11.3,0.5,7.3,7.8
2012,613,Brantley County,N,0110,Atkinson Elementary School,"04, 05, 06",M,84.4,53.8,9.3,12.8,0.5,8,8.5
2012,613,Brantley County,N,0101,Waynesville Primary School,"PK, KK, 01, 02, 03",E,75.6,49.6,NA,9,0.5,6.2,6.7
2012,613,Brantley County,N,1050,Brantley County High School,"09, 10, 11, 12",H,69,46.2,7.6,12.2,0,3,3
2012,763,Bremen City,N,2050,Jones Elementary School,"PK, KK, 01, 02, 03",E,98.1,65,NA,15,1,3,4
2012,763,Bremen City,N,0110,Bremen 4th and 5th Grade Academy,"04, 05",E,97.1,67.2,11.2,15,0,3.7,3.7
2012,763,Bremen City,N,0209,Bremen Middle School,"06, 07, 08",M,94,65.5,9.7,15,0.5,3.3,3.8
2012,763,Bremen City,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,96.4,66.6,11.2,15,0,3.6,3.6
2012,763,Bremen City,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,93.5,65.5,9.7,15,0,3.3,3.3
2012,724,Screven County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,85.2,53.8,10.6,14.1,0,6.7,6.7
2012,763,Bremen City,N,0201,Bremen High School,"09, 10, 11, 12",H,90.7,61.8,11.3,15,0.5,2.1,2.6
2012,614,Brooks County,N,0110,Brooks County High School,"07, 08, 09, 10, 11, 12",M,NA,NA,NA,NA,NA,NA,NA
2012,614,Brooks County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,76.1,53.8,9.1,9.8,0,3.4,3.4
2012,632,Clinch County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,85,55.7,10.7,12.2,0,6.4,6.4
2012,614,Brooks County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,70,51.6,8.5,9,0,0.9,0.9
2012,614,Brooks County,N,0393,North Brooks Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,83.6,56.2,10.1,12,0.5,4.8,5.3
2012,614,Brooks County,N,0110,Brooks County High School,"07, 08, 09, 10, 11, 12",H,75.5,46.9,10.1,13.1,0,5.4,5.4
2012,614,Brooks County,N,0197,Brooks County Middle School,"06, 07, 08",M,74.6,52.9,8.6,10.5,0,2.6,2.6
2012,614,Brooks County,N,0193,Quitman Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,67.5,50.8,8.3,7.5,0,0.9,0.9
2012,614,Brooks County,N,0112,Academic Enhancement Program,"06, 07, 08, 09, 10, 11, 12",M,46,31.3,7.8,NA,0,0,0
2012,614,Brooks County,N,0112,Academic Enhancement Program,"06, 07, 08, 09, 10, 11, 12",H,32.4,20.7,6.8,NA,0,0,0
2012,615,Bryan County,N,0302,Richmond Hill Elementary School,"02, 03",E,98.7,65.4,NA,15,0.5,3.6,4.1
2012,615,Bryan County,N,0101,Dr. George Washington Carver Elementary School,"04, 05",E,96,65.1,11.1,15,1,3.8,4.8
2012,615,Bryan County,N,0202,Richmond Hill Primary School,"PK, KK, 01",E,94.5,65.8,NA,NA,0.5,,0.5
2012,615,Bryan County,N,0282,Lanier Primary School,"PK, KK, 01, 02",E,93.6,64.8,NA,NA,1,,1
2012,615,Bryan County,N,0199,Richmond Hill Middle School,"06, 07, 08",M,92.5,64.1,10.3,15,0.5,2.6,3.1
2012,615,Bryan County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,95.8,63.5,11.1,15,0,6.2,6.2
2012,615,Bryan County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,88.1,61.8,9.7,12.8,0,3.8,3.8
2012,678,Jackson County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,85,54.9,10.8,14.1,0,5.2,5.2
2012,615,Bryan County,N,0286,Bryan County Elementary School,"03, 04, 05",E,89.9,59.1,11.3,11.3,1,7.2,8.2
2012,615,Bryan County,N,0182,Richmond Hill High School,"09, 10, 11, 12",H,82.9,56.9,10.3,14.1,0,1.6,1.6
2012,615,Bryan County,N,0402,Bryan County Middle School,"06, 07, 08",M,80.1,55.8,8,10.5,0.5,5.3,5.8
2012,615,Bryan County,N,0502,Bryan County High School,"09, 10, 11, 12",H,76.5,50,8.9,13.1,0,4.5,4.5
2012,764,Buford City,E,0196,Buford Elementary School,"PK, KK, 01",E,96.7,67,NA,NA,1,,1
2012,764,Buford City,E,0100,Buford Academy,"02, 03, 04, 05",E,93.4,62.6,9.8,14.3,1,5.7,6.7
2012,764,Buford City,E,0104,Buford Middle School,"06, 07, 08",M,91.5,63.1,10.3,15,0,3.1,3.1
2012,761,Atlanta Public Schools,Y,5567,Toomer Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,66.2,46.1,7.4,8.3,1,3.4,4.4
2012,761,Atlanta Public Schools,Y,1068,Towns Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.6,39.9,7.1,3.8,1.5,1.3,2.8
2012,701,Mitchell County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,84.8,55.8,12,15,0,2,2
2012,764,Buford City,E,0191,Buford High School,"09, 10, 11, 12",H,89.6,61.9,11.8,15,0,0.9,0.9
2012,616,Bulloch County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,84.8,59.3,10,11.3,0,4.2,4.2
2012,616,Bulloch County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,80.5,56.6,9.1,11.3,0,3.5,3.5
2012,636,Columbia County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,84.7,58,11.1,15,0,0.6,0.6
2012,616,Bulloch County,N,0200,Brooklet Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,89,61.5,8.7,13.5,0.5,4.8,5.3
2012,616,Bulloch County,N,0399,Portal Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,88.6,59.9,8.8,13.5,0.5,5.9,6.4
2012,616,Bulloch County,N,0300,Southeast Bulloch Middle School,"06, 07, 08",M,86.9,60.7,10.3,12,0,3.9,3.9
2012,616,Bulloch County,N,4052,Portal Middle/High School,"PK, 06, 07, 08, 09, 10, 11, 12",M,85.9,57.7,10.1,13.5,1,3.6,4.6
2012,616,Bulloch County,N,0107,New Nevils Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,84.2,58.5,8.7,12.8,0,4.2,4.2
2012,616,Bulloch County,N,0198,William James Middle School,"06, 07, 08",M,84.1,59.8,10.3,11.3,0,2.7,2.7
2012,616,Bulloch County,N,0299,Langston Chapel Middle School,"06, 07, 08",M,83.8,58.2,9.3,10.5,0.5,5.3,5.8
2012,616,Bulloch County,N,3054,Stilson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,82.2,57.8,7.8,12.8,0,3.8,3.8
2012,616,Bulloch County,N,0100,Mill Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,78.6,55.4,8.9,9,0.5,4.8,5.3
2012,616,Bulloch County,N,0203,New Southeast Bulloch High School,"PK, 09, 10, 11, 12",H,75,51.7,7.7,11.3,0,4.3,4.3
2012,616,Bulloch County,N,5054,Sallie Zetterower Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,74.3,53.5,9.9,9,0,1.9,1.9
2012,616,Bulloch County,N,4052,Portal Middle/High School,"PK, 06, 07, 08, 09, 10, 11, 12",H,74,46.6,10.2,13.1,0.5,3.6,4.1
2012,616,Bulloch County,N,2050,Bryant Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,73.6,54.9,10.7,7.5,0,0.5,0.5
2012,616,Bulloch County,N,0199,Langston Chapel Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,71.2,51.8,9.2,9,0,1.2,1.2
2012,616,Bulloch County,N,5050,Mattie Lively Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,69.6,53.5,8.6,7.5,0,0,0
2012,616,Bulloch County,N,2054,Statesboro High School,"09, 10, 11, 12",H,68.2,48.1,9,9.4,0,1.7,1.7
2012,617,Burke County,N,2056,Waynesboro Primary School,"PK, KK, 01, 02",E,94.8,66,NA,NA,0.5,,0.5
2012,617,Burke County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,83.6,54.9,10.9,12.8,0,5,5
2012,617,Burke County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,75.4,52.9,9.7,9.8,0,3,3
2012,620,Camden County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,84.2,56.2,10.7,13.1,0,4.2,4.2
2012,617,Burke County,N,0188,Burke County Middle School,"06, 07, 08",M,83.6,54.9,10.9,12.8,0,5,5
2012,617,Burke County,N,0196,S G A Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,83.2,54.5,10.2,10.5,1,7,8
2012,617,Burke County,N,0104,Blakeney Elementary,"03, 04, 05",E,77.2,52.7,9.7,9.8,1,4,5
2012,617,Burke County,N,0288,Burke County High School,"09, 10, 11, 12",H,72,45.5,9.6,11.3,0,5.6,5.6
2012,618,Butts County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,83.7,58,10.4,10.5,0,4.8,4.8
2012,618,Butts County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,72,49.2,8,10.5,0,4.3,4.3
2012,651,Effingham County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,84.2,56.6,9.9,14.1,0,3.6,3.6
