School Year,System Id,System Name,AJC_ATL_metro_ID,School Id,School Name,Grade Configuration,Grade Cluster,CCRPI Score,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points
2012,650,Echols County,N,0112,Echols County Elementary/Middle School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,87.7,58.3,10.4,12.8,0.5,5.7,6.2
2012,650,Echols County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,87.2,58.3,10.4,12.8,0,5.7,5.7
2012,746,Walker County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,76.3,49.1,9.8,13.1,0,4.3,4.3
2012,650,Echols County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,73.1,54.4,6.8,8.3,0,3.6,3.6
2012,650,Echols County,N,1050,Echols County High School,"09, 10, 11, 12",H,79.8,51.6,10.3,12.2,0,5.7,5.7
2012,650,Echols County,N,0112,Echols County Elementary/Middle School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,74.1,54.4,6.8,8.3,1,3.6,4.6
2012,651,Effingham County,N,0105,Marlow Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,95.7,64,11.4,15,0.5,4.8,5.3
2012,651,Effingham County,N,0203,Ebenezer Middle School,"06, 07, 08",M,95.6,64.8,11.1,15,0.5,4.2,4.7
2012,651,Effingham County,N,0186,South Effingham Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,95.3,65.1,10.5,15,1,3.7,4.7
2012,651,Effingham County,N,4050,Rincon Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,95.2,63.4,11,15,0.5,5.3,5.8
2012,651,Effingham County,N,0107,Blandford Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,93,62.3,10.9,15,0.5,4.3,4.8
2012,651,Effingham County,N,0296,Ebenezer Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,92.7,62.4,10.7,14.3,1,4.3,5.3
2012,651,Effingham County,N,0297,South Effingham Middle School,"06, 07, 08",M,88.2,58.5,10.7,14.3,0.5,4.2,4.7
2012,651,Effingham County,N,0196,Sand Hill Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,87.6,60,8.9,12,0.5,6.2,6.7
2012,651,Effingham County,N,0197,South Effingham High School,"09, 10, 11, 12",H,87.2,58.5,10.3,15,0.5,2.9,3.4
2012,651,Effingham County,N,0190,Guyton Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,86.4,56.5,10,12,1,6.9,7.9
2012,651,Effingham County,N,0103,Springfield Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,85.6,58.2,9.3,11.3,0.5,6.3,6.8
2012,651,Effingham County,N,0290,Effingham County Middle School,"06, 07, 08",M,83,56.8,10.1,11.3,0,4.8,4.8
2012,651,Effingham County,N,0390,Effingham County High School,"09, 10, 11, 12",H,82.5,55.6,9.6,13.1,0.5,3.7,4.2
2012,651,Effingham County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,90.9,61.9,10.4,14.3,0,4.3,4.3
2012,651,Effingham County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,89,60,10.7,13.5,0,4.8,4.8
2012,644,DeKalb County,Y,0605,Tucker Middle School,"06, 07, 08",M,80.1,55.9,9.7,12,0,2.5,2.5
2012,652,Elbert County,N,0112,Elberton Education Center,"09, 10, 11, 12",H,NA,NA,NA,NA,NA,NA,NA
2012,652,Elbert County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,75.7,55.2,8.6,10.5,0,1.4,1.4
2012,652,Elbert County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,68.6,49.1,8.6,7.5,0,3.4,3.4
2012,677,Irwin County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,76,47,10.8,14.1,0,4.1,4.1
2012,652,Elbert County,N,0104,Elbert County Middle School ,"06, 07, 08",M,76.2,55.2,8.6,10.5,0.5,1.4,1.9
2012,652,Elbert County,N,1050,Beaverdam Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,75.6,50.6,9.9,9,0.5,5.6,6.1
2012,652,Elbert County,N,3050,Bowman Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,73.3,48.7,9.4,10.5,0.5,4.2,4.7
2012,652,Elbert County,N,1052,Falling Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,71,52.1,8,9,0.5,1.4,1.9
2012,652,Elbert County,N,0176,Elbert County High School,"09, 10, 11, 12",H,68.7,47.3,9.6,10.3,0,1.5,1.5
2012,652,Elbert County,N,0100,Doves Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,68.3,47.8,8.8,9.8,0.5,1.4,1.9
2012,652,Elbert County,N,0177,Blackwell Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.3,40.3,7.2,8.3,0.5,0,0.5
2012,653,Emanuel County,N,0196,Swainsboro Primary School,"PK, KK, 01, 02",E,89.8,62.5,NA,NA,0.5,,0.5
2012,653,Emanuel County,N,1050,Adrian School of Performing Arts,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,84.9,57.2,7.7,NA,0.5,8,8.5
2012,653,Emanuel County,N,0100,Twin City Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,83.2,52.9,10.5,11.3,1,7.5,8.5
2012,653,Emanuel County,N,2050,Emanuel County Institute,"06, 07, 08, 09, 10, 11, 12",M,81.1,57.5,9.6,10.5,0.5,3,3.5
2012,653,Emanuel County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,78.6,53.6,9.5,12.8,0,2.7,2.7
2012,653,Emanuel County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,70,47.2,10.3,9.8,0,2.7,2.7
2012,692,Lowndes County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,76,51.6,9.4,12.2,0,2.8,2.8
2012,653,Emanuel County,N,0192,Swainsboro Middle School,"06, 07, 08",M,76.2,52.3,9.5,12.8,0.5,1.1,1.6
2012,653,Emanuel County,N,2050,Emanuel County Institute,"06, 07, 08, 09, 10, 11, 12",H,73.2,47.6,9.8,12.2,0.5,3.1,3.6
2012,653,Emanuel County,N,1050,Adrian School of Performing Arts,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,71.8,49,8.9,NA,0.5,3.2,3.7
2012,653,Emanuel County,N,0198,Swainsboro Elementary School,"03, 04, 05",E,68.1,44.5,10.5,9.8,0.5,2.8,3.3
2012,653,Emanuel County,N,0189,Swainsboro High School,"09, 10, 11, 12",H,62.4,46.2,7.9,6.6,0,1.7,1.7
2012,654,Evans County,N,3050,Claxton Middle School,"06, 07, 08",M,87.2,57.7,10.5,12.8,0.5,5.7,6.2
2012,654,Evans County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,86.7,57.7,10.5,12.8,0,5.7,5.7
2012,654,Evans County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,69.6,43.6,9.2,10.5,0,6.3,6.3
2012,601,Appling County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,75.5,49,9.2,14.1,0,3.2,3.2
2012,654,Evans County,N,0196,Claxton Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,70.1,43.6,9.2,10.5,0.5,6.3,6.8
2012,654,Evans County,N,2050,Claxton High School,"09, 10, 11, 12",H,68.8,47.7,9,10.3,0,1.8,1.8
2012,655,Fannin County,N,0194,East Fannin Elementary School,"KK, 01, 02, 03, 04, 05",E,88.4,58.5,10.6,11.3,1,7,8
2012,655,Fannin County,N,0293,West Fannin Elementary School,"KK, 01, 02, 03, 04, 05",E,88.3,60.7,9.8,11.3,1,5.5,6.5
2012,655,Fannin County,N,0193,Fannin County Middle School,"06, 07, 08",M,87.3,59.9,9.8,11.3,1,5.3,6.3
2012,655,Fannin County,N,1050,Blue Ridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,83,58,9.4,12,0.5,3.1,3.6
2012,655,Fannin County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,86.3,59.9,9.8,11.3,0,5.3,5.3
2012,655,Fannin County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,85.2,59.2,9.9,11.3,0,4.8,4.8
2012,676,Houston County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,75.5,53.4,9.5,12.2,0,0.4,0.4
2012,655,Fannin County,N,0176,Fannin County High School,"09, 10, 11, 12",H,80.4,54.8,9.6,12.2,0,3.8,3.8
2012,656,Fayette County,N,0174,Tyrone Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,98,67.9,11.6,15,0.5,3,3.5
2012,656,Fayette County,N,0196,Kedron Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,97.9,67.9,11.9,15,0.5,2.6,3.1
2012,656,Fayette County,N,0298,Rising Starr Middle School,"06, 07, 08",M,97.7,68.8,10.6,15,1,2.3,3.3
2012,656,Fayette County,N,1052,Peachtree City Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,97.4,68.9,10.5,15,0.5,2.5,3
2012,656,Fayette County,N,0104,Crabapple Lane Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,97.4,68.5,11.2,15,0.5,2.2,2.7
2012,656,Fayette County,N,0108,Bennett's Mill Middle School,"06, 07, 08",M,97.3,68.1,10.7,15,1,2.5,3.5
2012,656,Fayette County,N,0199,Peeples Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,97.2,69.4,11.4,15,0.5,0.9,1.4
2012,656,Fayette County,N,0191,Braelinn Elementary School,"KK, 01, 02, 03, 04, 05",E,97,67.4,11.6,15,1,2,3
2012,656,Fayette County,N,0391,Whitewater Middle School,"06, 07, 08",M,96.2,67.6,10.5,15,0.5,2.6,3.1
2012,656,Fayette County,N,0186,Oak Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,94.8,64.5,10.9,15,0.5,3.9,4.4
2012,656,Fayette County,N,0103,Sara Harp Minter Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,94.6,67.9,9.9,15,0.5,1.3,1.8
2012,656,Fayette County,N,0178,Booth Middle School,"06, 07, 08",M,94.4,66.6,9.9,15,1,1.9,2.9
2012,656,Fayette County,N,0180,Huddleston Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,94.4,66.5,9.6,15,0.5,2.8,3.3
2012,656,Fayette County,N,0111,Inman Elementary,"PK, KK, 01, 02, 03, 04, 05",E,93.3,63.6,9.8,15,0.5,4.4,4.9
2012,656,Fayette County,N,0181,North Fayette Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,93.2,61.5,10.5,15,0.5,5.7,6.2
2012,656,Fayette County,N,0287,Fayette Middle School,"06, 07, 08",M,93.1,63.1,10.7,14.3,0,5,5
2012,656,Fayette County,N,0402,Hood Avenue Primary School,"PK, KK, 01, 02",E,92.9,64.7,NA,NA,0.5,,0.5
2012,656,Fayette County,N,0296,Spring Hill Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,92.3,62.6,10.7,15,0.5,3.5,4
2012,656,Fayette County,N,0182,McIntosh High School,"09, 10, 11, 12",H,91.8,62.7,12.7,15,1,0.4,1.4
2012,656,Fayette County,N,0198,Starrs Mill High School,"09, 10, 11, 12",H,90.8,63.1,11.7,15,0.5,0.5,1
2012,656,Fayette County,N,0102,Cleveland Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,90.5,63.6,9.3,15,0.5,2.1,2.6
2012,656,Fayette County,N,0491,Flat Rock Middle School,"06, 07, 08",M,90.5,61.1,10.5,15,0,3.9,3.9
2012,656,Fayette County,N,1050,Brooks Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,89.5,60.3,10.8,15,0.5,2.9,3.4
2012,656,Fayette County,N,0302,Fayetteville Intermediate School,"03, 04, 05",E,89.3,61.8,8.7,12.8,0.5,5.5,6
2012,656,Fayette County,N,0105,Whitewater High School,"09, 10, 11, 12",H,85.8,60.4,10,14.1,0.5,0.8,1.3
2012,656,Fayette County,N,0291,Robert J. Burch Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,84.6,59.4,9.4,11.3,0.5,4,4.5
2012,656,Fayette County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,94.8,66,10.4,15,0,3.4,3.4
2012,656,Fayette County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,94.6,66,10.4,15,0,3.2,3.2
2012,704,Morgan County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,75.3,53.4,8.5,12.2,0,1.2,1.2
2012,656,Fayette County,N,0192,Sandy Creek High School,"09, 10, 11, 12",H,77.9,53.8,10.6,13.1,0,0.4,0.4
2012,656,Fayette County,N,0398,Fayette County High School,"09, 10, 11, 12",H,77.7,52.9,11.1,13.1,0,0.6,0.6
2012,657,Floyd County,N,3052,Glenwood Primary School,"PK, KK, 01, 02",E,90.4,62.6,NA,NA,1,,1
2012,657,Floyd County,N,0173,McHenry Primary,"PK, KK, 01, 02, 03",E,90,56.7,NA,NA,1,8,9
2012,657,Floyd County,N,3050,Cave Spring Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,89.9,59.2,10.9,12.8,1.5,5.5,7
2012,657,Floyd County,N,0102,Johnson Elementary,"PK, KK, 01, 02, 03, 04, 05",E,85.2,59.8,8.6,11.3,0.5,5,5.5
2012,657,Floyd County,N,1050,Alto Park Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,85,57.2,9.3,11.3,1,6.2,7.2
2012,657,Floyd County,N,2054,Midway Primary,"PK, KK, 01, 02, 03",E,84.3,53.1,NA,13.5,1,4.9,5.9
2012,657,Floyd County,N,4054,Pepperell Primary,"PK, KK, 01, 02, 03",E,83.6,56,NA,11.3,1,3.4,4.4
2012,657,Floyd County,N,0401,Armuchee High School,"09, 10, 11, 12",H,83.4,54.8,11.4,14.1,0,3.1,3.1
2012,657,Floyd County,N,0199,Pepperell Elementary,"04, 05",E,83,55.9,9.8,11.3,1,5,6
2012,657,Floyd County,N,0195,Armuchee Elementary School,"03, 04, 05",E,82.2,58.6,8.8,10.5,1,3.3,4.3
2012,657,Floyd County,N,0203,Model Middle School,"06, 07, 08",M,80.8,53,10,12,0.5,5.3,5.8
2012,657,Floyd County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,82.7,58,9.2,10.5,0,5,5
2012,657,Floyd County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,77.9,52.5,9.7,12,0,3.7,3.7
2012,663,Glynn County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,75,50.8,9.4,13.1,0,1.7,1.7
2012,657,Floyd County,N,0303,Armuchee Middle School,"06, 07, 08",M,79.6,54.5,9.5,12,0,3.6,3.6
2012,657,Floyd County,N,2052,Garden Lakes Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,79.5,56.1,8.8,9.8,1,3.8,4.8
2012,657,Floyd County,N,0273,Pepperell Middle School,"06, 07, 08",M,77.7,51.7,9.8,12.8,0,3.4,3.4
2012,657,Floyd County,N,0188,Model Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77,54.6,7.8,10.5,1,3.1,4.1
2012,657,Floyd County,N,0103,Coosa Middle School,"06, 07, 08",M,76.4,51.2,9.6,11.3,0,4.3,4.3
2012,657,Floyd County,N,0111,Model High,"09, 10, 11, 12",H,76.4,50.5,9.5,14.1,0,2.3,2.3
2012,657,Floyd County,N,0107,Pepperell High School,"09, 10, 11, 12",H,76.1,51,9.7,11.3,0.5,3.6,4.1
2012,657,Floyd County,N,5050,Coosa High School,"09, 10, 11, 12",H,72.9,47.9,9.9,13.1,0,2,2
2012,658,Forsyth County,E,1050,Big Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,100.8,69.6,12.5,15,1.5,2.2,3.7
2012,658,Forsyth County,E,0211,Brookwood Elementary,"PK, KK, 01, 02, 03, 04, 05",E,99.7,69.7,12,15,1,2,3
2012,658,Forsyth County,E,0108,Johns Creek Elementary,"PK, KK, 01, 02, 03, 04, 05",E,99.3,69.2,11.6,15,1,2.5,3.5
2012,658,Forsyth County,E,0197,Daves Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,99.1,69.6,11.5,15,1,2,3
2012,658,Forsyth County,E,0215,Haw Creek Elementary,"PK, KK, 01, 02, 03, 04, 05",E,98.6,69.3,11.5,15,1,1.8,2.8
2012,658,Forsyth County,E,0216,Lakeside Middle School,"06, 07, 08",M,98,68,10.9,15,2,2.1,4.1
2012,658,Forsyth County,E,0105,Riverwatch Middle School,"06, 07, 08",M,97.8,68.5,11.8,15,1,1.5,2.5
2012,658,Forsyth County,E,0303,Liberty Middle School,"06, 07, 08",M,97.6,66.7,10.6,15,1.5,3.8,5.3
2012,658,Forsyth County,E,0106,Shiloh Point Elementary,"PK, KK, 01, 02, 03, 04, 05",E,97.4,68.4,10.5,15,1,2.5,3.5
2012,658,Forsyth County,E,0407,Piney Grove Middle School,"06, 07, 08",M,97.3,67.1,11,15,1,3.2,4.2
2012,658,Forsyth County,E,0104,Sharon Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,97.2,69.4,9.8,15,1,2,3
2012,658,Forsyth County,E,0198,Vickery Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,97.2,68.8,10.5,15,1,1.9,2.9
2012,658,Forsyth County,E,0199,Vickery Creek Middle School,"06, 07, 08",M,97.1,68.3,11.4,15,0.5,1.9,2.4
2012,658,Forsyth County,E,0100,Settles Bridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,96.9,67.5,11.2,15,1,2.2,3.2
2012,658,Forsyth County,E,0598,South Forsyth Middle School,"06, 07, 08",M,96.8,69.2,10.7,15,0.5,1.4,1.9
2012,658,Forsyth County,E,0194,Chattahoochee Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,95.6,65.2,10.2,15,1,4.2,5.2
2012,658,Forsyth County,E,0498,North Forsyth Middle School,"06, 07, 08",M,95.5,66.2,10.3,15,1,3,4
2012,658,Forsyth County,E,0213,George W. Whitlow Elementary,"PK, KK, 01, 02, 03, 04, 05",E,95.5,65.4,10.3,15,1,3.8,4.8
2012,658,Forsyth County,E,0102,Matt Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,94.8,65,10,15,1,3.8,4.8
2012,658,Forsyth County,E,0182,Coal Mountain Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,94.7,65.5,10.7,15,1,2.5,3.5
2012,658,Forsyth County,E,0214,Lambert High School,"09, 10, 11, 12",H,94.6,67.2,11.4,15,0,1,1
2012,658,Forsyth County,E,0203,Sawnee Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,94.3,64.9,9.8,15,1,3.6,4.6
2012,658,Forsyth County,E,0176,Mashburn Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,94,64.4,9.8,15,1,3.8,4.8
2012,658,Forsyth County,E,0190,South Forsyth High School,"09, 10, 11, 12",H,93.9,65.5,12.1,15,0,1.3,1.3
2012,658,Forsyth County,E,0206,Little Mill Middle School,"06, 07, 08",M,93.8,63.9,10.5,15,1.5,2.9,4.4
2012,658,Forsyth County,E,0307,Silver City Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,92.2,63.3,9.6,15,1,3.3,4.3
2012,658,Forsyth County,E,0103,Cumming Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,90.7,61.7,9.6,13.5,1,4.9,5.9
2012,658,Forsyth County,E,1052,Midway Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,90.5,61.4,10.5,12,1,5.6,6.6
2012,658,Forsyth County,E,0204,Chestatee Elementary,"PK, KK, 01, 02, 03, 04, 05",E,89.5,61.4,9.1,13.5,1,4.5,5.5
2012,658,Forsyth County,E,0107,West Forsyth High School,"09, 10, 11, 12",H,88.7,62.7,10,15,0,1,1
2012,658,Forsyth County,E,0202,Otwell Middle School,"06, 07, 08",M,88.7,60.3,9.4,14.3,0.5,4.2,4.7
2012,658,Forsyth County,E,0195,North Forsyth High School,"09, 10, 11, 12",H,88.2,59.9,10.6,15,1,1.7,2.7
2012,658,Forsyth County,E,5050,Forsyth Central High School,"09, 10, 11, 12",H,84.4,57.9,9.7,14.1,0.5,2.2,2.7
2012,644,DeKalb County,Y,0707,UHS of Laurel Heights,"03, 04, 05, 06, 07, 08, 09, 10, 11",E,NA,NA,NA,NA,NA,NA,NA
2012,644,DeKalb County,Y,0707,UHS of Laurel Heights,"03, 04, 05, 06, 07, 08, 09, 10, 11",H,NA,NA,NA,NA,NA,NA,NA
2012,644,DeKalb County,Y,0707,UHS of Laurel Heights,"03, 04, 05, 06, 07, 08, 09, 10, 11",M,NA,NA,NA,NA,NA,NA,NA
2012,658,Forsyth County,E,0219,i-Achieve Academy,"06, 07, 08, 09, 10, 11, 12",M,74.9,56.7,7,NA,0,,0
2012,658,Forsyth County,E,0219,i-Achieve Academy,"06, 07, 08, 09, 10, 11, 12",H,71.9,47.9,9,15,0,,0
2012,658,Forsyth County,E,0218,Forsyth Academy,"10, 11, 12",H,70.4,48.1,11,11.3,0,,0
2012,659,Franklin County,N,2050,Carnesville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,91.3,62.3,9.5,12.8,0.5,6.2,6.7
2012,659,Franklin County,N,1052,Royston Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,89.1,60.1,9.6,12.8,0.5,6.1,6.6
2012,659,Franklin County,N,5050,Lavonia Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,86.3,57.5,9.5,11.3,0.5,7.5,8
2012,659,Franklin County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,86.6,59,9.5,11.3,0,6.8,6.8
2012,717,Putnam County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,75,48,10.7,12.2,0,4.1,4.1
2012,659,Franklin County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,75,56.1,8.2,9,0,1.7,1.7
2012,659,Franklin County,N,3050,Franklin County High School,"09, 10, 11, 12",H,77.4,49.6,10.7,14.1,0,3,3
2012,659,Franklin County,N,0107,Central Franklin Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77,54.5,9.6,9,0.5,3.4,3.9
2012,659,Franklin County,N,0105,Franklin County Middle School,"06, 07, 08",M,75.5,56.1,8.2,9,0.5,1.7,2.2
2012,644,DeKalb County,Y,0173,Vanderlyn Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,97.1,69.6,12,15,0.5,,0.5
2012,644,DeKalb County,Y,0309,Wadsworth Magnet School for High Achievers,"04, 05, 06",E,101.9,69.5,10.9,15,2,4.5,6.5
2012,644,DeKalb County,Y,0309,Wadsworth Magnet School for High Achievers,"04, 05, 06",M,101.4,69.8,11.2,15,1,4.4,5.4
2012,644,DeKalb County,Y,0675,Woodridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.4,47.8,9.3,5.3,0,0,0
2012,644,DeKalb County,Y,1071,Woodward Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,69.6,43.5,10.1,14.3,1,0.7,1.7
2012,644,DeKalb County,Y,0102,Wynbrooke Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,86.3,60.1,9.8,12,1.5,2.9,4.4
2012,660,Fulton County,Y,0101,Abbotts Hill Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,95.4,66.2,10.5,15,1.5,2.2,3.7
2012,660,Fulton County,Y,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,85.7,60.3,10.1,11.3,0,4,4
2012,660,Fulton County,Y,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,83.1,60,10.1,11.3,0,1.7,1.7
2012,675,Henry County,E,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,74.9,52.1,10.2,11.3,0,1.3,1.3
2012,612,Bleckley County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,74.7,52.7,9.4,11.3,0,1.3,1.3
2012,660,Fulton County,Y,1050,Alpharetta Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,95.1,65.4,11.1,15,1,2.6,3.6
2012,660,Fulton County,Y,0205,Alpharetta High School,"09, 10, 11, 12",H,89,62,10.5,15,0,1.5,1.5
2012,660,Fulton County,Y,0406,Amana Academy School,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,90.1,59.9,12.1,15,0,3.1,3.1
2012,634,Coffee County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,74.6,48.1,9.6,13.1,0,3.8,3.8
2012,660,Fulton County,Y,0406,Amana Academy School,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,88.8,61.9,9.4,14.3,1,2.2,3.2
2012,660,Fulton County,Y,0305,Autrey Mill Middle School,"06, 07, 08",M,98.9,69.2,11.3,15,1.5,1.9,3.4
2012,660,Fulton County,Y,0176,Banneker High School,"09, 10, 11, 12",H,47,33.2,8.6,4.7,0,0.5,0.5
2012,660,Fulton County,Y,0187,Barnwell Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,95.4,67.7,9.6,15,0.5,2.6,3.1
2012,660,Fulton County,Y,0391,Bear Creek Middle School,"06, 07, 08",M,69.4,48.7,9.3,9,0,2.4,2.4
2012,660,Fulton County,Y,2058,Bethune Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,68.1,50,9.7,7.5,0,0.9,0.9
2012,660,Fulton County,Y,1210,Birmingham Falls Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,96.9,69,10.2,15,1.5,1.2,2.7
2012,660,Fulton County,Y,2550,Brookview Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.1,45.4,8.2,6,0.5,0,0.5
2012,660,Fulton County,Y,0186,Camp Creek Middle School,"06, 07, 08",M,61.6,46.8,8.3,6,0.5,0,0.5
2012,660,Fulton County,Y,2070,Campbell Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,84.8,54.5,9.9,12,1,7.4,8.4
2012,660,Fulton County,Y,0198,Centennial High School,"09, 10, 11, 12",H,79.6,55.8,9.5,12.2,0,2.1,2.1
2012,660,Fulton County,Y,0392,Chattahoochee High School,"09, 10, 11, 12",H,91.8,62.8,12.2,15,0.5,1.3,1.8
